Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Հղում
09/03/2025,11/03/2025,Երևան,Կենտրոն,72602800,190000,45,0,1613395.0,https://myrealty.am/hy/komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/154930
17/06/2022,09/07/2025,Լոռի,Ստեփանավան,49675600,130000,381,0,130382.0,https://myrealty.am/hy/komercion-taracq/Stepanavan/Stepanavan/Lori/122660
19/12/2023,23/06/2025,Երևան,Արաբկիր,133742000,350000,231,0,578969.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Komitas+Ave/Arabkir/Yerevan/143201
10/12/2024,13/12/2024,Գեղարքունիք,Սևան,82953667,217088,317,0,261683.0,https://myrealty.am/hy/komercion-taracq/Sevan/Sevan/Gegharkunik/153989
05/02/2025,05/02/2025,Երևան,Էրեբունի,305696000,800000,375,0,815189.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Rostovyan+St/Erebuni/Yerevan/154611
20/12/2024,22/12/2024,Երևան,Կենտրոն,305696000,800000,185,0,1652410.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/154086
23/01/2025,23/01/2025,Երևան,Նոր Նորք,160490400,420000,80,0,2006130.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Galshoyan+St/Nor-Nork/Yerevan/154474
28/04/2025,28/04/2025,Երևան,Արաբկիր,175775200,460000,202,0,870174.0,https://myrealty.am/hy/komercion-taracq/Hambardzumyan+St/Arabkir/Yerevan/155322
16/12/2024,16/12/2024,Երևան,Կենտրոն,210166000,550000,170,0,1236270.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Aygestan+2+St/Center/Yerevan/154051
26/12/2024,26/12/2024,Երևան,Կենտրոն,324802000,850000,100,0,3248020.0,https://myrealty.am/hy/komercion-taracq/Mashtots+Ave/Center/Yerevan/154136
01/05/2025,01/05/2025,Երևան,Արաբկիր,32862320,86000,55,0,597496.0,https://myrealty.am/hy/komercion-taracq/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/155340
09/10/2021,19/12/2024,Երևան,Կենտրոն,95530000,250000,97,0,984845.0,https://myrealty.am/hy/komercion-taracq/Hanrapetutyan+St/Center/Yerevan/115283
21/01/2025,21/01/2025,Երևան,Կենտրոն,87887600,230000,77,0,1141397.0,https://myrealty.am/hy/komercion-taracq-norakaruycum//Center/Yerevan/154437
23/01/2025,17/03/2025,Երևան,Նոր Նորք,152848000,400000,203,0,752945.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Galshoyan+St/Nor-Nork/Yerevan/154475
05/05/2025,05/05/2025,Երևան,Արաբկիր,202523600,530000,106,0,1910600.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/155363
25/02/2024,20/11/2024,Կոտայք,Աբովյան,95530000,250000,4168,0,22919.0,https://myrealty.am/hy/komercion-taracq/Ardyunaberakan+dis/Abovyan/Kotayk/145343
15/01/2025,16/01/2025,Երևան,Կենտրոն,152465880,399000,100,0,1524658.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/154339
02/06/2025,02/06/2025,Երևան,Քանաքեռ Զեյթուն,504398400,1320000,575,0,877214.0,https://myrealty.am/hy/komercion-taracq/Davit+Anhaxt+St/Kanaqer-Zeytun/Yerevan/155552
12/08/2024,12/08/2024,Երևան,Կենտրոն,420332000,1100000,110,0,3821200.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Aram+St/Center/Yerevan/152473
18/01/2024,27/06/2024,Երևան,Կենտրոն,114636000,300000,80,0,1432950.0,https://myrealty.am/hy/komercion-taracq/Paronyan+St/Center/Yerevan/143786
18/01/2024,27/06/2024,Երևան,Կենտրոն,168132800,440000,91,0,1847613.0,https://myrealty.am/hy/komercion-taracq/Zakyan+St/Center/Yerevan/143784
15/07/2024,15/07/2024,Երևան,Կենտրոն,259841600,680000,175,0,1484809.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/151858
17/09/2024,19/09/2024,Երևան,Մալաթիա Սեբաստիա,470007600,1230000,1123,0,418528.0,https://myrealty.am/hy/komercion-taracq/Z.Andranik+St/Malatia-Sebastia/Yerevan/152994
24/09/2023,18/07/2024,Երևան,Կենտրոն,649604000,1700000,380,0,1709484.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/G.Lusavorich+St/Center/Yerevan/146969
07/05/2024,30/06/2024,Երևան,Դավթաշեն,43943800,115000,40,0,1098595.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Mikoyan+St/Davtashen/Yerevan/149036
06/08/2024,06/08/2024,Երևան,Կենտրոն,53496800,140000,50,0,1069936.0,https://myrealty.am/hy/komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/152373
09/04/2024,18/07/2024,Երևան,Կենտրոն,343908000,900000,196,0,1754632.0,https://myrealty.am/hy/komercion-taracq/M.Khorenatsi+St/Center/Yerevan/147632
21/02/2023,18/07/2024,Երևան,Արաբկիր,764240000,2000000,700,0,1091771.0,https://myrealty.am/hy/komercion-taracq/Kievyan+2+alley/Arabkir/Yerevan/133704
04/06/2024,01/10/2024,Երևան,Կենտրոն,1528480000,4000000,600,0,2547466.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Teryan+St/Center/Yerevan/150458
12/11/2024,12/11/2024,Երևան,Կենտրոն,343908000,900000,150,0,2292720.0,https://myrealty.am/hy/komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/153774
03/09/2024,03/09/2024,Տավուշ,Դիլիջան,114636000,300000,236,0,485745.0,https://myrealty.am/hy/komercion-taracq/Dilidjan/Dilijan/Tavush/152800
26/06/2024,26/06/2024,Երևան,Կենտրոն,128010200,335000,95,0,1347475.0,https://myrealty.am/hy/komercion-taracq/Paronyan+St/Center/Yerevan/151454
27/03/2024,30/10/2024,Երևան,Էրեբունի,99351200,260000,203,0,489414.0,https://myrealty.am/hy/komercion-taracq/Glinkayi+St/Erebuni/Yerevan/146987
18/01/2024,27/06/2024,Երևան,Կենտրոն,649604000,1700000,195,0,3331302.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Paronyan+St/Center/Yerevan/143787
18/01/2024,27/06/2024,Երևան,Կենտրոն,993512000,2600000,500,0,1987024.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/143788
18/01/2024,27/06/2024,Երևան,Կենտրոն,133742000,350000,100,0,1337420.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Chaykovski+St/Center/Yerevan/143775
25/12/2022,30/08/2024,Երևան,Կենտրոն,336265600,880000,194,0,1733327.0,https://myrealty.am/hy/komercion-taracq/Zakyan+St/Center/Yerevan/128002
18/01/2024,27/06/2024,Երևան,Կենտրոն,534968000,1400000,400,0,1337420.0,https://myrealty.am/hy/komercion-taracq/Melik+Adamyan+St/Center/Yerevan/143781
22/05/2024,19/07/2024,Երևան,Կենտրոն,114636000,300000,213,0,538197.0,https://myrealty.am/hy/komercion-taracq/Arshakunyats+Ave/Center/Yerevan/149846
22/02/2023,18/07/2024,Երևան,Կենտրոն,382120000,1000000,200,0,1910600.0,https://myrealty.am/hy/komercion-taracq/Heratsi+St/Center/Yerevan/129648
30/10/2022,07/11/2024,Երևան,Կենտրոն,1069936000,2800000,365,0,2931331.0,https://myrealty.am/hy/komercion-taracq/Isahakyan+St/Center/Yerevan/126210
10/07/2024,22/07/2024,Երևան,Արաբկիր,248378000,650000,273,0,909809.0,https://myrealty.am/hy/komercion-taracq/Azatutyan+Ave/Arabkir/Yerevan/151726
15/05/2024,31/10/2024,Երևան,Կենտրոն,179596400,470000,46,0,3904269.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Aram+St/Center/Yerevan/149448
09/09/2024,09/09/2024,Երևան,Կենտրոն,458544000,1200000,254,0,1805291.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Leo+St/Center/Yerevan/152887
29/03/2023,18/07/2024,Երևան,Կենտրոն,275126400,720000,100,0,2751264.0,https://myrealty.am/hy/komercion-taracq/Tigran+Mets+Ave/Center/Yerevan/131655
25/05/2024,28/06/2024,Երևան,Արաբկիր,114636000,300000,79,0,1451088.0,https://myrealty.am/hy/komercion-taracq/Kasyan+St/Arabkir/Yerevan/150002
18/01/2024,27/06/2024,Երևան,Կենտրոն,496756000,1300000,171,0,2905005.0,https://myrealty.am/hy/komercion-taracq/Tpagrichner+St/Center/Yerevan/143785
14/11/2025,14/11/2025,Երևան,Նորք Մարաշ,պայմանական,negotiable,400,0,,https://myrealty.am/hy/komercion-taracq/Norq+Ayginer+St/Nork-Marash/Yerevan/157631
07/05/2024,15/06/2024,Երևան,Արաբկիր,204434200,535000,300,0,681447.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Riga+St/Arabkir/Yerevan/149023
07/05/2024,15/06/2024,Երևան,Կենտրոն,1222784000,3200000,300,0,4075946.0,https://myrealty.am/hy/komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/149030
12/09/2024,12/09/2024,Երևան,Արաբկիր,պայմանական,negotiable,500,0,,https://myrealty.am/hy/komercion-taracq/Babayan+St/Arabkir/Yerevan/152953
20/09/2023,31/05/2024,Երևան,Կենտրոն,993512000,2600000,327,0,3038262.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sayat-Nova+Ave/Center/Yerevan/140864
13/07/2020,09/06/2024,Երևան,Կենտրոն,764240000,2000000,99,0,7719595.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/100112
03/02/2021,19/06/2024,Երևան,Շենգավիթ,267484000,700000,1700,0,157343.0,https://myrealty.am/hy/komercion-taracq/Sharur+St/Shengavit/Yerevan/106910
04/05/2024,15/06/2024,Երևան,Արաբկիր,99351200,260000,68,0,1461047.0,https://myrealty.am/hy/komercion-taracq/Hr.Kochar+St/Arabkir/Yerevan/148853
02/08/2022,09/07/2025,Երևան,Նոր Նորք,պայմանական,negotiable,534,0,,https://myrealty.am/hy/komercion-taracq/Norq+4+p/Nor-Nork/Yerevan/124406
22/01/2021,09/06/2024,Երևան,Կենտրոն,229272000,600000,150,0,1528480.0,https://myrealty.am/hy/komercion-taracq/Tumanyan+St/Center/Yerevan/106580
29/03/2025,29/03/2025,Երևան,Աջափնյակ,պայմանական,negotiable,125,0,,https://myrealty.am/hy/komercion-taracq/Halabyan+St/Ajapnyak/Yerevan/155116
13/06/2024,13/06/2024,Երևան,Քանաքեռ Զեյթուն,171954000,450000,320,0,537356.0,https://myrealty.am/hy/komercion-taracq/Tbilisian+hightway+%28Qanaqer-Zeytun%29/Kanaqer-Zeytun/Yerevan/150931
23/09/2024,17/02/2025,Երևան,Արաբկիր,պայմանական,negotiable,700,0,,https://myrealty.am/hy/komercion-taracq-norakaruycum/Arabkir+17+St/Arabkir/Yerevan/153105
27/11/2015,09/06/2024,Երևան,Կենտրոն,3439080000,9000000,2700,0,1273733.0,https://myrealty.am/hy/komercion-taracq/Hanrapetutyan+St/Center/Yerevan/27847
18/01/2024,27/06/2024,Երևան,Նորք Մարաշ,պայմանական,negotiable,1309,0,,https://myrealty.am/hy/komercion-taracq-norakaruycum/G.+Hovsepyan+St/Nork-Marash/Yerevan/143789
05/06/2024,05/06/2024,Երևան,Կենտրոն,128010200,335000,79,0,1620382.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Paronyan+St/Center/Yerevan/150555
04/05/2024,15/06/2024,Երևան,Կենտրոն,313338400,820000,206,0,1521060.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Vazgen+Sargsyan+St/Center/Yerevan/148857
14/04/2020,09/06/2024,Երևան,Կենտրոն,1299208000,3400000,740,0,1755686.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/108249
04/05/2024,15/06/2024,Երևան,Կենտրոն,171954000,450000,220,0,781609.0,https://myrealty.am/hy/komercion-taracq/Moskovyan+St/Center/Yerevan/148838
16/07/2025,16/07/2025,Երևան,Աջափնյակ,պայմանական,negotiable,720,0,,https://myrealty.am/hy/komercion-taracq/Silikyan+district/Ajapnyak/Yerevan/155959
30/01/2025,06/11/2025,Երևան,Կենտրոն,1452056,3800,300,0,4840.0,https://myrealty.am/hy/vardzov-komercion-taracq/Isakov+Ave/Center/Yerevan/154555
15/02/2025,03/11/2025,Երևան,Աջափնյակ,1306850,3419,331,0,3948.0,https://myrealty.am/hy/vardzov-komercion-taracq/Leningradyan+St/Ajapnyak/Yerevan/154706
15/07/2023,06/11/2025,Երևան,Կենտրոն,764240,2000,78,0,9797.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/137353
26/10/2025,27/10/2025,Երևան,Մալաթիա Սեբաստիա,747809,1957,196,0,3815.0,https://myrealty.am/hy/vardzov-komercion-taracq/Leningradyan+st./Malatia-Sebastia/Yerevan/157082
22/08/2025,06/10/2025,Երևան,Կենտրոն,1337420,3500,235,0,5691.0,https://myrealty.am/hy/vardzov-komercion-taracq/E.+Qochar+St/Center/Yerevan/156377
28/06/2024,06/11/2025,Երևան,Կենտրոն,840664,2200,190,0,4424.0,https://myrealty.am/hy/vardzov-komercion-taracq/Arshakunyats+Ave/Center/Yerevan/151549
22/05/2024,15/11/2025,Երևան,Կենտրոն,1337420,3500,280,0,4776.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Antarayin+St/Center/Yerevan/149825
25/07/2025,06/11/2025,Երևան,Նորք Մարաշ,9553000,25000,1900,0,5027.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Armenak+Armenakyan+St/Nork-Marash/Yerevan/156019
15/10/2025,15/10/2025,Երևան,Կենտրոն,504398,1319,76,0,6636.0,https://myrealty.am/hy/vardzov-komercion-taracq/Pushkin+St/Center/Yerevan/156984
19/12/2024,06/11/2025,Երևան,Կենտրոն,7642400,20000,1740,0,4392.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/154073
01/11/2025,07/11/2025,Երևան,Արաբկիր,420332,1100,90,0,4670.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.+Avetisyan+St/Arabkir/Yerevan/157333
11/12/2024,06/11/2025,Երևան,Կենտրոն,3821200,10000,162,0,23587.0,https://myrealty.am/hy/vardzov-komercion-taracq/Abovyan+St/Center/Yerevan/154004
23/09/2025,23/09/2025,Երևան,Կենտրոն,1146360,3000,110,0,10421.0,https://myrealty.am/hy/vardzov-komercion-taracq/Nalbandyan+St/Center/Yerevan/156759
07/10/2025,07/10/2025,Երևան,Կենտրոն,955300,2500,302,0,3163.0,https://myrealty.am/hy/vardzov-komercion-taracq/Arshakunyats+Ave/Center/Yerevan/156912
27/06/2024,30/09/2025,Երևան,Կենտրոն,3526968,9230,300,0,11756.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Amiryan+St/Center/Yerevan/151472
12/04/2025,05/11/2025,Երևան,Արաբկիր,1795964,4700,687,0,2614.0,https://myrealty.am/hy/vardzov-komercion-taracq/Barbyus+St/Arabkir/Yerevan/155229
21/06/2023,08/10/2025,Երևան,Կենտրոն,351550,919,95,0,3700.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Argishti+St/Center/Yerevan/136117
19/08/2025,06/11/2025,Երևան,Կենտրոն,4165108,10900,715,0,5825.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Mher+Mkrtchyan+St/Center/Yerevan/156329
09/07/2024,03/11/2025,Երևան,Կենտրոն,802452,2100,98,0,8188.0,https://myrealty.am/hy/vardzov-komercion-taracq/Tumanyan+St/Center/Yerevan/151708
19/07/2023,13/10/2025,Երևան,Կենտրոն,193353,506,28,0,6905.0,https://myrealty.am/hy/vardzov-komercion-taracq/Saryan+St/Center/Yerevan/137591
21/02/2024,18/09/2025,Երևան,Արաբկիր,500577,1309,150,0,3337.0,https://myrealty.am/hy/vardzov-komercion-taracq/V.Vagharshyan+St/Arabkir/Yerevan/145209
01/04/2025,14/11/2025,Երևան,Արաբկիր,955300,2500,242,0,3947.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Azatutyan+Ave/Arabkir/Yerevan/157615
21/07/2025,14/10/2025,Երևան,Աջափնյակ,351550,919,59,0,5958.0,https://myrealty.am/hy/vardzov-komercion-taracq/Hasratyan+st./Ajapnyak/Yerevan/155989
26/11/2022,27/09/2025,Երևան,Կենտրոն,5533098,14480,404,0,13695.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Amiryan+St/Center/Yerevan/127157
28/08/2025,27/10/2025,Երևան,Արաբկիր,603750,1580,78,0,7740.0,https://myrealty.am/hy/vardzov-komercion-taracq/Komitas+Ave/Arabkir/Yerevan/156504
12/01/2024,06/11/2025,Երևան,Արաբկիր,573180000,1500000,197,0,2909543.0,https://myrealty.am/hy/vardzov-komercion-taracq/N.+Zaryan+St/Arabkir/Yerevan/143535
09/09/2025,22/10/2025,Երևան,Կենտրոն,1846786,4833,225,0,8207.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Argishti+St/Center/Yerevan/156625
08/07/2025,06/11/2025,Երևան,Աջափնյակ,7642400,20000,3000,0,2547.0,https://myrealty.am/hy/vardzov-komercion-taracq/Gevorg+Chaush+St/Ajapnyak/Yerevan/155899
09/06/2022,11/09/2025,Երևան,Արաբկիր,450902,1180,86,0,5243.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.+Khachatrian+St/Arabkir/Yerevan/122410
10/12/2025,,Սյունիք,Գորիս,19091000,50000,43,0,443976.0,https://www.senyak.am/arevtri-taratsq-gorisum-43qm--w8d2
01/12/2025,10/12/2025,Երևան,Կենտրոն,687276,1800,180,0,3818.0,https://www.senyak.am/ofisayin-taratsq-kentronum-180qm--wixc
01/12/2025,10/12/2025,Երևան,Կենտրոն,1260006,3300,257,0,4902.0,https://www.senyak.am/komercion-taratsq-kentronum-257qm--wix3
06/12/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,35127440,92000,67,0,524290.0,https://www.senyak.am/ofisayin-taratsq-zeytunum-67qm--wikf
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,127052896,332756,156,0,814441.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157350
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,49020343,128386,70,0,700290.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157300
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,137057344,358958,170,0,806219.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157347
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,149062146,390398,186,0,801409.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157344
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,49020343,128386,69,0,710439.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157312
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,49020343,128386,56,0,875363.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157590
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,179074725,469002,223,0,803025.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157335
08/12/2025,10/12/2025,Երևան,Կենտրոն,362729000,950000,101,0,3591376.0,https://myrealty.am/hy/komercion-taracq/Pushkin+St/Center/Yerevan/158221
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,83034777,217470,118,0,703684.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157600
04/11/2025,09/12/2025,Երևան,Քանաքեռ Զեյթուն,99273200,260000,142,0,699107.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157318
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,47019606,123146,64,0,734681.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157594
09/12/2025,09/12/2025,Երևան,Կենտրոն,763640,2000,68,0,11230.0,https://myrealty.am/hy/komercion-taracq/Teryan+St/Center/Yerevan/158206
21/06/2023,09/12/2025,Երևան,Արաբկիր,336001600,880000,125,0,2688012.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/158196
15/11/2025,04/12/2025,Երևան,Կենտրոն,303546900,795000,145,0,2093426.0,https://myrealty.am/hy/komercion-taracq/Mashtots+Ave/Center/Yerevan/157988
08/10/2025,07/11/2025,Երևան,Կենտրոն,126000600,330000,114,0,1105268.0,https://myrealty.am/hy/komercion-taracq/Charents+St/Center/Yerevan/156923
17/03/2025,06/12/2025,Երևան,Կենտրոն,878186000,2300000,209,0,4201846.0,https://myrealty.am/hy/komercion-taracq/Saryan+St/Center/Yerevan/157532
04/07/2025,08/12/2025,Երևան,Կենտրոն,145091600,380000,74,0,1960697.0,https://myrealty.am/hy/komercion-taracq/Leo+St/Center/Yerevan/157705
04/03/2025,09/12/2025,Երևան,Արաբկիր,240546600,630000,200,0,1202733.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/157409
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,48019974,125765,67,0,716716.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157322
04/11/2025,10/12/2025,Երևան,Քանաքեռ Զեյթուն,88036619,230570,125,0,704292.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157316
04/11/2025,04/11/2025,Երևան,Կենտրոն,133637000,350000,61,0,2190770.0,https://myrealty.am/hy/komercion-taracq/Tumanyan+St/Center/Yerevan/157172
27/01/2025,28/09/2025,Երևան,Կենտրոն,95455000,250000,39,0,2447564.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/154518
22/10/2025,22/10/2025,Կոտայք,Ծաղկաձոր,143182500,375000,270,0,530305.0,https://myrealty.am/hy/komercion-taracq/Tsaghkadzor/Tsaghkadzor/Kotayk/157039
05/05/2025,05/05/2025,Երևան,Արաբկիր,202364600,530000,106,0,1909100.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/155364
02/06/2025,02/06/2025,Երևան,Քանաքեռ Զեյթուն,504002400,1320000,575,0,876525.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Davit+Anhaxt+St/Kanaqer-Zeytun/Yerevan/155551
24/03/2023,09/07/2025,Երևան,Կենտրոն,80182200,210000,45,0,1781826.0,https://myrealty.am/hy/komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/131436
12/06/2025,03/07/2025,Երևան,Կենտրոն,372274500,975000,102,0,3649750.0,https://myrealty.am/hy/komercion-taracq/Teryan+St/Center/Yerevan/155614
05/02/2025,05/02/2025,Երևան,Էրեբունի,305456000,800000,375,0,814549.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Rostovyan+St/Erebuni/Yerevan/154612
26/12/2024,26/12/2024,Երևան,Կենտրոն,324547000,850000,100,0,3245470.0,https://myrealty.am/hy/komercion-taracq/Mashtots+Ave/Center/Yerevan/154134
16/12/2024,16/12/2024,Երևան,Կենտրոն,210001000,550000,170,0,1235300.0,https://myrealty.am/hy/komercion-taracq/Aygestan+2+St/Center/Yerevan/154047
15/11/2025,10/12/2025,Երևան,Ավան,պայմանական,negotiable,2900,0,,https://myrealty.am/hy/komercion-taracq-norakaruycum/Paruyr+Sevak++dis.+17+street/Avan/Yerevan/157752
07/12/2023,11/07/2024,Երևան,Կենտրոն,127909700,335000,95,0,1346417.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Paronyan+St/Center/Yerevan/142911
26/12/2025,02/02/2026,Երևան,Արաբկիր,102178800,270000,80,0,1277235.0,https://www.senyak.am/ofisayin-taratsq-arabkirum-80qm--wfyf
24/01/2026,31/01/2026,Երևան,Մալաթիա Սեբաստիա,26490800,70000,40,0,662270.0,https://www.senyak.am/komercion-taratsq-bangladeshum-40qm--wc6p
29/01/2026,,Երևան,Կենտրոն,400000,1056,56,0,7142.0,https://www.senyak.am/ofisayin-taratsq-kentronum-56qm--wcon
26/01/2026,,Երևան,Աջափնյակ,681192000,1800000,1500,0,454128.0,https://www.senyak.am/norakaruyc-ofisayin-taratsq-ajapnyakum-1500qm--wciq
28/01/2026,,Երևան,Կենտրոն,73795800,195000,67,0,1101429.0,https://www.senyak.am/ofisayin-taratsq-kentronum-67qm--wcci
17/01/2026,,Երևան,Աջափնյակ,63956360,169000,125,0,511650.0,https://www.senyak.am/komercion-taratsq-halabyanum-125qm--wy3j
14/01/2026,,Արարատ,Մասիս,17030,45,32500,0,0.0,https://www.senyak.am/artadramas-masisum-32500qm--wyxv
22/12/2025,14/01/2026,Երևան,Արաբկիր,208142000,550000,340,0,612182.0,https://www.senyak.am/komercion-taratsq-arabkirum-340qm--wf6w
15/01/2026,,Երևան,Մալաթիա Սեբաստիա,24598600,65000,62,0,396751.0,https://www.senyak.am/shenq-shinutyun-bangladeshum-62qm--wyci
20/12/2025,,Երևան,Արաբկիր,47305000,125000,72,0,657013.0,https://www.senyak.am/ofisayin-taratsq-komitasum-72qm--wf42
23/12/2025,,Երևան,Կենտրոն,151376000,400000,158,0,958075.0,https://www.senyak.am/spasarkman-taratsq-kentronum-158qm--wf9g
09/01/2026,03/02/2026,Երևան,Քանաքեռ Զեյթուն,175974600,465000,148,0,1189017.0,https://myrealty.am/hy/komercion-taracq/K.+Ulnetsi+St/Kanaqer-Zeytun/Yerevan/159202
04/11/2025,02/02/2026,Երևան,Քանաքեռ Զեյթուն,179759000,475000,223,0,806094.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157337
04/11/2025,02/02/2026,Երևան,Քանաքեռ Զեյթուն,88933400,235000,125,0,711467.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157321
04/11/2025,02/02/2026,Երևան,Քանաքեռ Զեյթուն,227064000,600000,281,0,808056.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157338
16/12/2025,29/01/2026,Երևան,Կենտրոն,170298000,450000,224,0,760258.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/158520
02/12/2025,30/01/2026,Երևան,Աջափնյակ,946100000,2500000,1350,0,700814.0,https://myrealty.am/hy/komercion-taracq/Shiraz+St/Ajapnyak/Yerevan/158297
15/11/2025,30/01/2026,Երևան,Կենտրոն,293291000,775000,145,0,2022696.0,https://myrealty.am/hy/komercion-taracq/Mashtots+Ave/Center/Yerevan/158298
04/11/2025,29/01/2026,Երևան,Քանաքեռ Զեյթուն,45791240,121000,64,0,715488.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157598
17/03/2025,27/01/2026,Երևան,Կենտրոն,870412000,2300000,209,0,4164650.0,https://myrealty.am/hy/komercion-taracq/Saryan+St/Center/Yerevan/157531
