Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
2025-12-04,NA,Երևան,Արաբկիր,97364100,255000,78,0,1248257,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wi31
2025-11-28,2025-12-01,Երևան,Արաբկիր,27491040,72000,31,0,886807,2,"=""3/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiwr
2025-11-20,2025-12-01,Երևան,Նոր Նորք,30900000,80928,47,0,657446,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-nor-norqum--wx1p
2025-11-20,2025-12-01,Երևան,Կենտրոն,150818900,395000,107,0,1409522,3,"=""2/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wxi4
2025-12-02,NA,Երևան,Արաբկիր,43145660,113000,89,0,484782,3,"=""15/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wihg
2025-12-03,NA,Երևան,Արաբկիր,70254880,184000,92,0,763640,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wiuu
2025-11-24,2025-12-03,Երևան,Քանաքեռ Զեյթուն,23672840,62000,32,0,739776,1,"=""3/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-zeytunum--wxbi
2025-12-02,NA,Երևան,Դավթաշեն,45818400,120000,65,0,704898,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wic1
2025-12-02,NA,Երևան,Շենգավիթ,45818400,120000,75,0,610912,3,"=""1/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-charbaxum--wio4
2025-12-03,NA,Երևան,Արաբկիր,74073080,194000,84,0,881822,3,"=""15/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wij4
2025-11-28,2025-12-01,Երևան,Նոր Նորք,26345580,69000,49,0,537664,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-6-rd-masivum--wi4z
2025-12-02,NA,Երևան,Արաբկիր,43145660,113000,85,0,507596,3,"=""15/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wich
2025-12-01,NA,Երևան,Կենտրոն,78273100,205000,48,0,1630689,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wi87
2025-12-03,NA,Երևան,Արաբկիր,43909300,115000,71,0,618440,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wiuz
2025-12-01,NA,Երևան,Կենտրոն,78273100,205000,48,0,1630689,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wiiu
2025-12-05,NA,Երևան,Ավան,24818300,65000,45,0,551517,1,"=""6/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-avanum--wip0
2025-12-03,NA,Երևան,Կենտրոն,40091100,105000,40,0,1002277,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--wimv
2025-12-03,NA,Երևան,Կենտրոն,40091100,105000,40,0,1002277,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--wima
2025-12-02,NA,Երևան,Ավան,31309240,82000,61,0,513266,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wicv
2025-11-26,2025-12-02,Երևան,Արաբկիր,72163980,189000,82,0,880048,2,"=""8/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxkf
2025-11-24,2025-12-03,Երևան,Քանաքեռ Զեյթուն,59182100,155000,66,0,896698,2,"=""9/19""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-raykomum--wxb1
2025-12-03,NA,Երևան,Արաբկիր,74073080,194000,84,0,881822,3,"=""15/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wizl
2025-11-20,2025-12-01,Երևան,Կենտրոն,64527580,169000,95,0,679237,4,"=""5/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-rasiayum--wx1f
2025-11-22,2025-12-02,Երևան,Նոր Նորք,50782060,133000,80,0,634775,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wxzg
2025-11-22,2025-12-02,Երևան,Քանաքեռ Զեյթուն,49636600,130000,73,0,679953,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-monumentum--wxzj
2025-12-02,NA,Երևան,Արաբկիր,57273000,150000,96,0,596593,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wior
2025-11-24,2025-12-03,Երևան,Ավան,28636500,75000,43,0,665965,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wxbo
2025-12-03,NA,Երևան,Ավան,30545600,80000,61,0,500747,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wijg
2025-12-01,NA,Երևան,Կենտրոն,47345680,124000,50,0,946913,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wif8
2025-11-29,2025-12-03,Երևան,Մալաթիա Սեբաստիա,29400140,77000,50,0,588002,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--wi6v
2025-11-28,2025-12-02,Երևան,Արաբկիր,48491140,127000,91,0,532869,3,"=""8/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wiws
2025-12-03,NA,Երևան,Նորք Մարաշ,40091100,105000,57,0,703352,2,"=""4/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-norq-marashum--wimp
2025-11-24,2025-12-03,Երևան,Քանաքեռ Զեյթուն,28636500,75000,42,0,681821,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--wxbe
2025-11-19,2025-12-02,Երևան,Ավան,33218340,87000,57,0,582777,2,"=""4/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--wxgr
2025-11-18,2025-12-01,Երևան,Մալաթիա Սեբաստիա,37036540,97000,68,0,544655,2,"=""2/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--w1t6
2025-11-28,2025-12-02,Երևան,Աջափնյակ,55363900,145000,95,0,582777,4,"=""10/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-ajapnyakum--wiq9
2025-11-27,NA,Երևան,Կենտրոն,70636700,185000,64,0,1103698,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wxlh
2025-11-22,2025-12-01,Երևան,Արաբկիր,52309340,137000,85,0,615404,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-komitasum--wxzm
2025-11-22,2025-12-01,Երևան,Քանաքեռ Զեյթուն,43909300,115000,75,0,585457,4,"=""9/13""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-zeytunum--wxzo
2025-11-20,2025-12-01,Երևան,Կենտրոն,101182300,265000,60,0,1686371,2,"=""10/15""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wxif
2025-11-25,2025-12-01,Երևան,Ավան,53454800,140000,79,0,676643,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wx0a
2025-11-26,2025-12-02,Երևան,Արաբկիր,51545700,135000,72,0,715912,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wxkc
2025-11-29,NA,Երևան,Էրեբունի,45818400,120000,87,0,526648,4,"=""4/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-erebuni-masivum--wiez
2025-12-02,NA,Երևան,Արաբկիր,40854740,107000,47,0,869249,2,"=""2/8""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiyu
2025-12-01,NA,Երևան,Մալաթիա Սեբաստիա,33700000,88261,60,0,561666,2,"=""10/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-leningradyanum--wifp
2025-12-01,NA,Երևան,Քանաքեռ Զեյթուն,43145660,113000,62,0,695897,2,"=""8/13""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wifo
2025-12-01,NA,Երևան,Կենտրոն,70636700,185000,85,0,831020,3,"=""4/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wifi
2025-11-29,NA,Երևան,Շենգավիթ,43909300,115000,78,0,562939,3,"=""13/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--wie5
2025-11-29,NA,Երևան,Կենտրոն,47345680,124000,50,0,946913,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wieh
2025-12-02,NA,Երևան,Արաբկիր,40854740,107000,47,0,869249,2,"=""2/8""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wicq
2025-11-24,2025-11-28,Երևան,Կենտրոն,145091600,380000,95,0,1527280,4,"=""2/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wx3i
2025-11-22,2025-11-30,Երևան,Շենգավիթ,43145660,113000,67,0,643965,2,"=""4/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-3-rd-masum--wxhj
2025-11-20,2025-11-29,Երևան,Մալաթիա Սեբաստիա,35127440,92000,80,0,439093,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--wxxw
2025-11-19,2025-12-02,Երևան,Մալաթիա Սեբաստիա,26727400,70000,53,0,504290,2,"=""9/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--wxw8
2025-11-26,2025-11-30,Երևան,Մալաթիա Սեբաստիա,29781960,78000,41,0,726389,1,"=""9/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-malatia-sebastiayum--wxv9
2025-11-29,NA,Երևան,Մալաթիա Սեբաստիա,30545600,80000,45,0,678791,2,"=""9/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-bangladeshum--wieu
2025-11-24,2025-11-28,Երևան,Կենտրոն,159218940,417000,172,0,925691,4,"=""3/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wxbz
2025-11-19,2025-12-01,Երևան,Արաբկիր,61091200,160000,60,0,1018186,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wx6e
2025-11-19,2025-11-24,Երևան,Մալաթիա Սեբաստիա,68727600,180000,78,0,881123,3,"=""17/17""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--wx6d
2025-11-29,NA,Երևան,Քանաքեռ Զեյթուն,18709180,49000,34,0,550270,1,"=""1/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-zeytunum--wi9a
2025-11-27,NA,Երևան,Արաբկիր,52691160,138000,77,0,684300,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wxlc
2025-11-19,2025-11-29,Երևան,Կենտրոն,95455000,250000,64,0,1491484,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wxqa
2025-11-26,2025-11-30,Երևան,Կենտրոն,67582140,177000,68,0,993855,2,"=""3/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wxvr
2025-11-28,NA,Երևան,Արաբկիր,37036540,97000,47,0,788011,3,"=""3/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-monumentum--wiwf
2025-11-19,2025-12-01,Երևան,Մալաթիա Սեբաստիա,46963860,123000,65,0,722520,2,"=""23/25""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--wx6v
2025-11-21,2025-12-04,Երևան,Շենգավիթ,34363800,90000,116,0,296239,4,"=""4/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-charbaxum--wxc9
2025-11-20,2025-12-06,Երևան,Կենտրոն,87818600,230000,59,0,1488450,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wx1g
2025-11-21,2025-12-02,Երևան,Նոր Նորք,26727400,70000,73,0,366128,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wx84
2025-11-26,2025-11-30,Երևան,Կենտրոն,45818400,120000,61,0,751121,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wxvu
2025-11-29,NA,Երևան,Արաբկիր,51545700,135000,83,0,621032,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wiex
2025-11-19,2025-12-01,Երևան,Աջափնյակ,32454700,85000,67,0,484398,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-shinararnerum--wxwz
2025-11-19,2025-12-01,Երևան,Արաբկիր,40472920,106000,66,0,613226,2,"=""5/8""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wxw3
2025-11-18,2025-11-29,Երևան,Շենգավիթ,40091100,105000,77,0,520663,3,"=""4/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-shengavitum--w1t4
2025-02-17,2025-12-03,Երևան,Աջափնյակ,31309240,82000,66,0,474382,2,"=""1/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--q3ac
2025-02-08,2025-12-02,Երևան,Աջափնյակ,35891080,94000,67,0,535687,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-shinararnerum--q36i
2025-11-29,NA,Երևան,Քանաքեռ Զեյթուն,43145660,113000,62,0,695897,2,"=""8/13""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wie4
2025-11-26,2025-11-29,Երևան,Էրեբունի,33981980,89000,54,0,629295,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-areshum--wxvq
2025-11-19,2025-12-01,Երևան,Արաբկիր,42000200,110000,82,0,512197,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wxgu
2025-11-28,NA,Երևան,Մալաթիա Սեբաստիա,45818400,120000,51,0,898400,2,"=""2/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--wigx
2025-11-28,NA,Երևան,Աջափնյակ,24818300,65000,32,0,775571,1,"=""1/4""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-shinararnerum--wigq
2025-11-28,NA,Երևան,Արաբկիր,106909600,280000,90,0,1187884,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiqx
2025-11-29,NA,Երևան,Կենտրոն,70636700,185000,85,0,831020,3,"=""4/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wie3
2025-11-27,NA,Երևան,Քանաքեռ Զեյթուն,58418460,153000,74,0,789438,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--wxlu
2025-11-27,NA,Երևան,Աջափնյակ,59563920,156000,68,0,875940,2,"=""15/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-halabyanum--wx2s
2025-11-29,NA,Երևան,Դավթաշեն,53454800,140000,97,0,551080,3,"=""5/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wi6w
2025-11-29,NA,Երևան,Քանաքեռ Զեյթուն,18709180,49000,30,0,623639,1,"=""1/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-zeytunum--wi6q
2025-11-28,NA,Երևան,Արաբկիր,32454700,85000,45,0,721215,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wiww
2025-11-28,NA,Երևան,Արաբկիր,106909600,280000,90,0,1187884,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiwq
2025-11-19,2025-11-26,Երևան,Աջափնյակ,29400140,77000,51,0,576473,2,"=""2/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--wxws
2025-11-28,NA,Երևան,Արաբկիր,32454700,85000,45,0,721215,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wi4t
2025-11-27,NA,Երևան,Քանաքեռ Զեյթուն,58418460,153000,74,0,789438,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--wxlj
2025-11-27,NA,Երևան,Աջափնյակ,59563920,156000,68,0,875940,2,"=""15/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-halabyanum--wxlo
2025-11-27,NA,Երևան,Մալաթիա Սեբաստիա,45818400,120000,51,0,898400,2,"=""2/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-leningradyanum--wxty
2025-11-26,2025-11-30,Երևան,Արաբկիր,67963960,178000,65,0,1045599,3,"=""16/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxkq
2025-11-24,2025-11-28,Երևան,Արաբկիր,51545700,135000,80,0,644321,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wxbg
2025-11-26,NA,Երևան,Արաբկիր,93545900,245000,116,0,806430,3,"=""11/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxkr
2025-11-27,NA,Երևան,Արաբկիր,52691160,138000,77,0,684300,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wxl9
2025-11-25,NA,Երևան,Կենտրոն,91636800,240000,100,0,916368,4,"=""1/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wxpe
2025-11-27,NA,Երևան,Դավթաշեն,37800180,99000,74,0,510813,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--wx2m
2025-11-22,NA,Երևան,Աջափնյակ,49636600,130000,60,0,827276,2,"=""9/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-ajapnyakum--wxhp
2025-11-26,NA,Երևան,Աջափնյակ,55363900,145000,103,0,537513,4,"=""6/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-15-kvartalum--wxvw
2025-11-28,NA,Երևան,Արաբկիր,40091100,105000,41,0,977831,2,"=""3/6""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiwg
2025-11-17,2025-11-28,Երևան,Քանաքեռ Զեյթուն,42763840,112000,70,0,610912,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-monumentum--w1vr
2025-11-28,NA,Երևան,Արաբկիր,40091100,105000,41,0,977831,2,"=""3/6""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wi48
2025-11-27,NA,Երևան,Արաբկիր,112636900,295000,122,0,923253,3,"=""5/7""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wxld
2025-11-29,NA,Երևան,Արաբկիր,99273200,260000,150,0,661821,3,"=""6/17""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wiei
2025-11-26,NA,Երևան,Աջափնյակ,55363900,145000,103,0,537513,4,"=""6/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-15-kvartalum--wxvo
2025-11-20,2025-11-24,Երևան,Շենգավիթ,47727500,125000,85,0,561500,3,"=""10/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-hayreniqum--wxd2
2025-11-24,NA,Երևան,Արաբկիր,56127540,147000,88,0,637812,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wxbb
2025-11-26,NA,Երևան,Արաբկիր,66818500,175000,89,0,750769,3,"=""7/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wxve
2024-07-01,2025-11-28,Երևան,Արաբկիր,44672940,117000,45,0,992732,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--qg1h
2025-11-20,NA,Երևան,Կենտրոն,53454800,140000,73,0,732257,"3, Դուպլեքս","=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wxig
2025-11-26,NA,Երևան,Արաբկիր,93545900,245000,116,0,806430,3,"=""11/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxv5
2025-11-24,NA,Երևան,Արաբկիր,56127540,147000,89,0,630646,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wxbs
2025-11-25,NA,Երևան,Ավան,53454800,140000,79,0,676643,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wxrq
2025-11-25,NA,Երևան,Շենգավիթ,44672940,117000,63,0,709094,2,"=""9/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-hayreniqum--wx0e
2025-11-28,NA,Երևան,Էրեբունի,22527380,59000,32,0,703980,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-areshum--wiqk
2025-11-19,NA,Երևան,Մալաթիա Սեբաստիա,68727600,180000,78,0,881123,3,"=""17/17""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--wx6y
2025-11-25,NA,Երևան,Կենտրոն,32454700,85000,37,0,877154,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--wxaw
2025-11-17,2025-11-28,Երևան,Արաբկիր,40091100,105000,56,0,715912,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--w1kr
2025-12-05,NA,Երևան,Աջափնյակ,35127440,92000,80,0,439093,4,"=""3/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-ajapnyakum--wia9
2025-11-17,NA,Երևան,Կենտրոն,74454900,195000,86,0,865754,4,"=""1/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--w1s2
2025-11-27,NA,Երևան,Քանաքեռ Զեյթուն,91636800,240000,153,0,598933,4,"=""5/10""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--wx2l
2025-11-22,NA,Երևան,Արաբկիր,52309340,137000,55,0,951078,2,"=""6/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxhr
2025-11-22,NA,Երևան,Արաբկիր,66054860,173000,54,0,1223238,2,"=""3/17""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wxhh
2025-11-26,NA,Երևան,Արաբկիր,38945640,102000,42,0,927277,2,"=""7/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-monumentum--wxsu
2025-11-26,NA,Երևան,Քանաքեռ Զեյթուն,57273000,150000,85,0,673800,4,"=""5/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-raykomum--wxso
2025-11-26,NA,Երևան,Քանաքեռ Զեյթուն,57273000,150000,85,0,673800,4,"=""5/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-raykomum--wxs9
2025-11-21,2025-11-25,Երևան,Ավան,51545700,135000,80,0,644321,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wxf3
2025-11-22,NA,Երևան,Աջափնյակ,61091200,160000,58,0,1053296,2,"=""8/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-silikyan-taxamasum--wxh3
2025-11-26,NA,Երևան,Քանաքեռ Զեյթուն,61091200,160000,95,0,643065,3,"=""3/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--wxvs
2025-11-25,2025-11-26,Երևան,Քանաքեռ Զեյթուն,23672840,62000,32,0,739776,1,"=""3/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-zeytunum--wxrf
2025-11-27,NA,Երևան,Նոր Նորք,36272900,95000,84,0,431820,3,"=""6/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-1-in-masivum--wx25
2025-11-27,NA,Երևան,Մալաթիա Սեբաստիա,60709380,159000,85,0,714228,3,"=""8/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--wx23
2025-11-22,2025-11-26,Երևան,Կենտրոն,133637000,350000,160,0,835231,4,"=""4/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kentronum--wxou
2025-11-19,2025-11-26,Երևան,Քանաքեռ Զեյթուն,38182000,100000,50,0,763640,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-qanaqer-zeytunum--wxg5
2025-11-19,2025-11-26,Երևան,Աջափնյակ,29781960,78000,50,0,595639,2,"=""2/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--wx6r
