Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
11/02/2025,18/09/2025,Երևան,Մալաթիա Սեբաստիա,420332000,1100000,650,1070,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-malatia-sebastiayum-avtotnakov--q3ic
27/08/2025,,Արարատ,Արտաշատ,30569600,80000,64,435,,2,,Առանձնատուն,https://www.senyak.am/2-senyakanoc-sepakan-tun-artashatum--wwdg
26/09/2025,,Երևան,Արաբկիր,56171640,147000,150,150,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-qanaqerum--w6wc
05/08/2025,25/09/2025,Երևան,Քանաքեռ Զեյթուն,53496800,140000,130,280,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-qanaqerum--w40h
13/04/2024,25/09/2025,Երևան,Մալաթիա Սեբաստիա,74513400,195000,180,400,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-shqex-arandznatun-malatia-sebastiayum-avtotnakov--2y3
21/09/2025,,Երևան,Շենգավիթ,19106000,50000,120,500,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-shengavitum-avtotnakov--wgp0
19/05/2023,07/10/2025,Շիրակ,Արթիկ,9553000,25000,110,2500,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-artikum--ocl
21/07/2025,02/10/2025,Արարատ,Այնթապ գյուղ,38212000,100000,116,435,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun--qtyw
20/02/2024,29/09/2025,Կոտայք,Քասախ գյուղ,34390800,90000,90,90,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-qasaxum--kg6
26/09/2025,,Երևան,Էրեբունի,54643160,143000,142,142,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-kayaranum--w6wo
06/07/2025,25/09/2025,Երևան,Շենգավիթ,51586200,135000,85,250,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-3-rd-masum-avtotnakov--qlyf
17/06/2025,16/08/2025,Գեղարքունիք,Սևան,22927200,60000,232,1800,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-amaranoc-sevanum-avtotnakov--q265
22/09/2024,27/08/2025,Երևան,Շենգավիթ,41000000,107296,157,300,,6,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-charbaxum--qx9y
07/08/2025,,Երևան,Շենգավիթ,91708800,240000,140,314,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-3-rd-masum-avtotnakov--w4k4
05/08/2024,25/09/2025,Երևան,Մալաթիա Սեբաստիա,66871000,175000,140,55,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-malatiayum-avtotnakov--qerc
29/12/2024,21/09/2025,Երևան,Էրեբունի,61139200,160000,150,360,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-erebunium--qjgl
08/11/2024,30/07/2025,Երևան,Կենտրոն,363014000,950000,240,1200,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-kentronum--qys1
09/09/2025,,Երևան,Մալաթիա Սեբաստիա,51586200,135000,88,210,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-malatia-sebastiayum--ww2d
06/08/2025,18/09/2025,Երևան,Էրեբունի,49675600,130000,174,164,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-erebunium--w4pl
04/09/2025,24/09/2025,Արմավիր,Վաղարշապատ,18723880,49000,100,770,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-ejmiatsnum--ww0p
26/09/2025,,Երևան,Կենտրոն,40122600,105000,285,285,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-kilikia-taxamasum-avtotnakov--w6wm
13/09/2025,,Երևան,Արաբկիր,210166000,550000,288,252,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum-avtotnakov--wget
21/10/2024,15/09/2025,Երևան,Մալաթիա Սեբաստիա,106993600,280000,100,400,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-malatia-sebastiayum-avtotnakov--q8bj
03/08/2025,18/09/2025,Երևան,Էրեբունի,57318000,150000,210,486,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-erebunium-avtotnakov--w4jf
25/10/2025,,Երևան,Աջափնյակ,85977000,225000,114,100,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-shqex-arandznatun-ajapnyakum-avtotnakov--w957
18/09/2025,,Երևան,Ավան,420332000,1100000,650,1200,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-shqex-arandznatun-avanum-loxavazanov--wgu6
13/07/2024,26/09/2025,Երևան,Աջափնյակ,49675600,130000,115,105,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-ajapnyakum--q6d6
10/08/2025,03/09/2025,Կոտայք,Արզնի գյուղ,95530000,250000,422,3000,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun--wqw5
27/09/2025,,Երևան,Աջափնյակ,36301400,95000,85,200,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-ajapnyakum--w6dy
18/08/2025,,Երևան,Արաբկիր,133742000,350000,120,240,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum--wq3y
15/08/2024,30/07/2025,Արարատ,Վեդի,99351200,260000,440,2000,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-vedium-avtotnakov--q9c5
09/09/2025,,Երևան,Կենտրոն,49675600,130000,200,100,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-kentronum--ww2g
02/08/2025,04/09/2025,Կոտայք,Պռոշյան գյուղ,57318000,150000,110,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--w4y7
07/06/2023,26/09/2025,Երևան,Ավան,47765000,125000,250,150,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-avanum-avtotnakov--zik
02/08/2025,03/09/2025,Կոտայք,Պռոշյան գյուղ,57318000,150000,110,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--w4ys
25/09/2025,,Երևան,Շենգավիթ,53496800,140000,254,600,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-shengavitum-avtotnakov--w6w1
19/01/2024,21/08/2025,Երևան,Կենտրոն,267484000,700000,450,700,,8 և ավել,,Առանձնատուն,https://www.senyak.am/prodayu-8-komnatnii-dom-s-garazhom--sxe
27/09/2025,,Երևան,Շենգավիթ,29423240,77000,145,560,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-shengavitum-avtotnakov--w69t
11/09/2025,,Կոտայք,Ձորաղբյուր,35155040,92000,750,730,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--wgq3
12/06/2024,23/08/2025,Երևան,Նոր Նորք,221629600,580000,619,600,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-shqex-arandznatun-nor-norqum-avtotnakov--qqz8
27/11/2024,13/09/2025,Երևան,Ավան,59992840,157000,130,330,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-avanum--qo8n
02/08/2025,23/08/2025,Կոտայք,Պռոշյան գյուղ,57318000,150000,110,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--w4yv
26/11/2024,08/09/2025,Արարատ,Նոր Խարբերդ գյուղ,30569600,80000,100,300,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun--qogj
02/08/2025,01/09/2025,Կոտայք,Պռոշյան գյուղ,57318000,150000,110,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--w4yk
10/08/2025,,Երևան,Քանաքեռ Զեյթուն,76424000,200000,106,250,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-qanaqerum--wqgb
27/11/2024,20/09/2025,Երևան,Աջափնյակ,63049800,165000,175,10,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-ajapnyakum--qo1t
21/08/2025,,Կոտայք,Ձորաղբյուր,33626560,88000,176,500,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun--wqkd
21/08/2024,18/08/2025,Կոտայք,Ձորաղբյուր գյուղ,99351200,260000,475,1208,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-dzoraxbyurum-avtotnakov--q9vy
13/03/2025,27/09/2025,Երևան,Էրեբունի,28276880,74000,121,80,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-erebunium--qrq9
06/08/2025,06/09/2025,Երևան,Նոր Նորք,29041120,76000,86,10,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-6-rd-masivum-avtotnakov--w4pv
26/08/2025,13/09/2025,Երևան,Արաբկիր,64196160,168000,129,326,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum--wwei
21/09/2025,,Երևան,Նուբարաշեն,25602040,67000,97,70,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-nubarashenum--wgpa
06/07/2023,08/09/2025,Կոտայք,Քասախ գյուղ,106993600,280000,341,1018,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-qasaxum--m3a
26/04/2025,03/09/2025,Երևան,Շենգավիթ,21016600,55000,212,500,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-shengavitum--qst3
12/09/2025,,Երևան,Ավան,48911360,128000,127,200,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-avanum--wggi
18/08/2025,,Երևան,Արաբկիր,179596400,470000,191,198,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-sepakan-tun-komitasum--wq33
27/03/2024,18/08/2025,Երևան,Դավթաշեն,168132800,440000,249,249,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-davtashenum-avtotnakov--78d
03/08/2025,09/09/2025,Երևան,Դավթաշեն,313338400,820000,380,1350,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-norakaruyc-shqex-arandznatun-davtashenum--w4jd
06/02/2024,30/07/2025,Երևան,Աջափնյակ,68781600,180000,168,327,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-ajapnyakum-avtotnakov--v8b
26/06/2025,03/09/2025,Կոտայք,Ձորաղբյուր գյուղ,34390800,90000,170,90,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-dzoraxbyurum--q2sm
26/01/2024,18/08/2025,Երևան,Նոր Նորք,240735600,630000,230,1000,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun-nor-norqum-avtotnakov--sbq
26/08/2025,,Երևան,Շենգավիթ,98204840,257000,194,350,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-3-rd-masum--ww6m
17/10/2024,11/09/2025,Երևան,Կենտրոն,70310080,184000,88,344,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-kentronum--q8xs
18/08/2025,,Երևան,Արաբկիր,133742000,350000,120,240,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum--wq34
03/08/2025,14/10/2025,Երևան,Քանաքեռ Զեյթուն,45854400,120000,120,120,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-qanaqer-zeytunum--w4u4
10/07/2025,05/09/2025,Կոտայք,Պռոշյան գյուղ,57318000,150000,110,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-amaranoc-loxavazanov--qluo
16/08/2025,13/09/2025,Երևան,Կենտրոն,164311600,430000,165,470,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-kentronum--wqzf
09/12/2024,13/08/2025,Երևան,Արաբկիր,141384400,370000,210,200,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum--qzhf
21/09/2025,,Երևան,Էրեբունի,27894760,73000,70,333,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-erebunium--wgpp
03/08/2025,03/09/2025,Երևան,Նոր Նորք,137563200,360000,160,700,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-shqex-arandznatun-nor-norqum--w4zp
02/08/2025,03/09/2025,Երևան,Մալաթիա Սեբաստիա,42033200,110000,100,400,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-malatia-sebastiayum--w4y8
19/06/2025,06/08/2025,Երևան,Շենգավիթ,53496800,140000,100,125,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-3-rd-masum--q2xr
29/11/2024,08/10/2025,Երևան,Դավթաշեն,171954000,450000,216,400,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun-davtashenum-avtotnakov--qojp
03/08/2025,02/09/2025,Կոտայք,Քասախ գյուղ,122278400,320000,225,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-norakaruyc-shqex-arandznatun-qasaxum--w4me
16/06/2023,09/09/2025,Երևան,Քանաքեռ Զեյթուն,120367800,315000,300,300,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-zeytunum-avtotnakov--za6
04/06/2024,16/08/2025,Երևան,Դավթաշեն,49675600,130000,132,600,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun--q4la
16/07/2025,16/08/2025,Կոտայք,Նուռնուս գյուղ,32480200,85000,238,1000,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-avtotnakov--ql2d
18/08/2025,,Կոտայք,Աբովյան,95530000,250000,88,513,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-abovyanum--wq5e
26/01/2024,18/08/2025,Կոտայք,Զովունի գյուղ,145205600,380000,270,700,,6,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-norakaruyc-shqex-arandznatun-zovunium-avtotnakov--sut
02/08/2025,09/09/2025,Երևան,Ավան,87887600,230000,380,420,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-shqex-arandznatun-avanum--w4og
17/11/2024,18/09/2025,Երևան,Էրեբունի,59992840,157000,80,208,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-erebunium-avtotnakov--qctr
05/08/2025,09/09/2025,Երևան,Մալաթիա Սեբաստիա,49675600,130000,216,300,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-malatia-sebastiayum--w40f
24/06/2025,07/08/2025,Արագածոտն,Աշտարակ,50821960,133000,300,760,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-ashtarakum-avtotnakov--q233
09/08/2025,,Արարատ,Արտաշատ,171954000,450000,300,440,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-norakaruyc-shqex-arandznatun-artashatum--wqwq
27/07/2025,12/08/2025,Կոտայք,Առինջ գյուղ,229272000,600000,422,800,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-shqex-arandznatun--qtkz
03/11/2022,30/07/2025,Կոտայք,Առինջ գյուղ,145205600,380000,280,2014,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-avtotnakov--1z7
12/09/2025,,Կոտայք,Քասախ գյուղ,42033200,110000,130,416,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-qasaxum--wg6e
16/09/2025,,Արարատ,Նոր Խարբերդ գյուղ,27894760,73000,80,220,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun--wgcx
05/04/2025,08/08/2025,Երևան,Աջափնյակ,133742000,350000,350,280,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-shqex-arandznatun-ajapnyakum--qpt0
16/03/2024,14/08/2025,Կոտայք,Քանաքեռավան գյուղ,103172400,270000,430,950,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun-avtotnakov--nza
03/08/2025,09/09/2025,Երևան,Արաբկիր,573180000,1500000,662,750,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-norakaruyc-shqex-arandznatun-arabkirum--w4ji
01/04/2025,21/08/2025,Երևան,Մալաթիա Սեբաստիա,47765000,125000,125,170,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-malatia-sebastiayum--qp56
03/08/2025,03/09/2025,Կոտայք,Զովունի գյուղ,43561680,114000,115,500,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-zovunium--w4ma
27/07/2025,15/08/2025,Կոտայք,Առինջ գյուղ,248378000,650000,495,780,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-shqex-arandznatun--qtkb
23/06/2025,06/07/2025,Կոտայք,Գեղարդ գյուղ,53496800,140000,191,4400,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun--q2j9
24/06/2025,07/08/2025,Արմավիր,Դողս գյուղ,36301400,95000,400,3000,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-avtotnakov--q23u
21/07/2025,,Երևան,Արաբկիր,248378000,650000,240,380,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-sepakan-tun-arabkirum-avtotnakov--qt8b
03/08/2025,12/08/2025,Երևան,Կենտրոն,126099600,330000,244,413,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-shqex-arandznatun-kentronum--w4js
11/07/2025,,Կոտայք,Նուռնուս գյուղ,13374200,35000,75,500,,2,,Առանձնատուն,https://www.senyak.am/2-senyakanoc-norakaruyc-amaranoc-loxavazanov--ql3g
18/07/2025,,Արարատ,Նոր Խարբերդ գյուղ,59228600,155000,300,1250,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun--qtgw
27/11/2024,17/07/2025,Տավուշ,Իջևան,131831400,345000,375,1400,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun-avtotnakov--qo8k
27/06/2024,13/08/2025,Երևան,Արաբկիր,83684280,219000,360,260,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-arabkirum--qw28
30/06/2025,,Երևան,Նոր Նորք,233093200,610000,1111,11111,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-5-rd-masivum-avtotnakov--q2tu
04/11/2024,18/08/2025,Երևան,Մալաթիա Սեբաստիա,63049800,165000,500,300,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-malatia-sebastiayum--qyfx
29/08/2025,,Կոտայք,Զովունի գյուղ,27512640,72000,140,140,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-zovunium--ww8k
02/08/2025,15/08/2025,Երևան,Արաբկիր,229272000,600000,110,380,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-arabkirum--w4hs
08/08/2025,,Արմավիր,Փարաքար գյուղ,47765000,125000,120,550,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun--w4nk
23/06/2025,,Երևան,Կենտրոն,22927200,60000,75,40,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-kentronum--q2ui
03/08/2025,19/10/2025,Կոտայք,Ձորաղբյուր գյուղ,95530000,250000,270,720,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-shqex-arandznatun-dzoraxbyurum--w4zs
11/03/2025,06/07/2025,Կոտայք,Զովունի գյուղ,66871000,175000,230,1200,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-zovunium-avtotnakov--q02c
02/08/2025,16/08/2025,Երևան,Արաբկիր,305696000,800000,630,630,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun-arabkirum--w4ht
03/08/2025,,Երևան,Մալաթիա Սեբաստիա,55407400,145000,80,700,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-bangladeshum-avtotnakov--w4mk
23/07/2025,,Արարատ,Խաչփար գյուղ,21016600,55000,75,1000,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun--qtmo
07/05/2025,19/07/2025,Երևան,Աջափնյակ,68399480,179000,96,100,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-ajapnyakum--qvn3
30/10/2024,26/07/2025,Երևան,Ավան,42033200,110000,178,400,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-avanum-avtotnakov--qfuq
04/12/2024,08/10/2025,Արագածոտն,Աշտարակ,27512640,72000,75,400,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-ashtarakum--qol0
11/03/2025,06/07/2025,Կոտայք,Զովունի գյուղ,72602800,190000,120,260,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-zovunium--q02h
27/07/2025,01/08/2025,Կոտայք,Առինջ գյուղ,534968000,1400000,466,2100,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun--qtk5
03/08/2025,,Կոտայք,Առինջ գյուղ,240735600,630000,480,760,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-shqex-arandznatun--w4jx
27/07/2025,03/08/2025,Կոտայք,Առինջ գյուղ,91708800,240000,195,800,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun--qtka
09/08/2025,,Երևան,Էրեբունի,687816000,1800000,1400,3000,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun-erebunium--wqwd
03/08/2025,09/09/2025,Երևան,Դավթաշեն,74513400,195000,180,300,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-norakaruyc-shqex-arandznatun-16-kvartalum--w4j0
09/08/2025,,Երևան,Նոր Նորք,286590000,750000,570,800,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun-nor-norqum--wqwg
06/08/2025,,Երևան,Նորք Մարաշ,53496800,140000,220,10,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-norq-marashum-avtotnakov--w4pt
27/07/2025,12/08/2025,Կոտայք,Առինջ գյուղ,129920800,340000,260,400,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun--qtks
17/04/2025,05/06/2025,Երևան,Աջափնյակ,63431920,166000,174,174,,7,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-ajapnyakum--qs6p
12/02/2025,03/07/2025,Կոտայք,Բալահովիտ գյուղ,53496800,140000,223,850,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-sepakan-tun-avtotnakov--q3yl
02/08/2025,,Երևան,Դավթաշեն,148262560,388000,302,411,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-davtashenum--w4o9
23/05/2025,15/07/2025,Կոտայք,Զովունի գյուղ,54643160,143000,108,350,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-norakaruyc-shqex-arandznatun-zovunium--qndv
25/07/2025,,Երևան,Մալաթիա Սեբաստիա,49675600,130000,291,291,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-leningradyanum--qt0n
29/11/2023,18/07/2025,Երևան,Քանաքեռ Զեյթուն,99351200,260000,250,120,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-sepakan-tun-zeytunum-avtotnakov--r2c
03/08/2025,03/09/2025,Կոտայք,Ձորաղբյուր գյուղ,68399480,179000,200,500,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-shqex-arandznatun-dzoraxbyurum--w4zk
27/07/2025,01/08/2025,Կոտայք,Առինջ գյուղ,470007600,1230000,450,21000,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-shqex-arandznatun-avtotnakov--qtkc
27/07/2025,10/08/2025,Կոտայք,Առինջ գյուղ,145205600,380000,585,1121,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-shqex-arandznatun--qtko
10/08/2025,13/08/2025,Երևան,Ավան,93619400,245000,211,600,,7,,Առանձնատուն,https://www.senyak.am/7-senyakanoc-shqex-arandznatun-avanum--wqw2
10/08/2025,13/08/2025,Երևան,Մալաթիա Սեբաստիա,496756000,1300000,1150,1150,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-shqex-arandznatun-malatia-sebastiayum--wqwn
03/08/2025,,Երևան,Շենգավիթ,363014000,950000,380,880,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-shqex-arandznatun-hayreniqum--w4ms
03/08/2025,,Երևան,Նուբարաշեն,36301400,95000,138,414,,8 և ավել,,Առանձնատուն,https://www.senyak.am/8-senyakanoc-sepakan-tun-nubarashenum-avtotnakov--w4mp
03/08/2025,,Երևան,Մալաթիա Սեբաստիա,57318000,150000,140,205,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-malatia-sebastiayum--w4mc
06/03/2025,03/08/2025,Երևան,Աջափնյակ,40122600,105000,139,139,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-ajapnyakum--q0u8
20/03/2024,04/07/2025,Երևան,Արաբկիր,382120000,1000000,800,700,,6,,Առանձնատուն,https://www.senyak.am/6-senyakanoc-norakaruyc-shqex-arandznatun-arabkirum-avtotnakov--n7a
16/07/2025,03/08/2025,Երևան,Մալաթիա Սեբաստիա,51586200,135000,116,171,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-norakaruyc-shqex-arandznatun-malatia-sebastiayum-avtotnakov--ql24
02/08/2025,,Երևան,Արաբկիր,534968000,1400000,400,400,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-norakaruyc-shqex-arandznatun-arabkirum--w4h7
05/08/2025,,Երևան,Կենտրոն,61139200,160000,270,270,,4,,Առանձնատուն,https://www.senyak.am/4-senyakanoc-sepakan-tun-kentronum--w452
03/08/2025,11/08/2025,Երևան,Մալաթիա Սեբաստիա,38212000,100000,77,200,,3,,Առանձնատուն,https://www.senyak.am/3-senyakanoc-sepakan-tun-malatia-sebastiayum-avtotnakov--w4u1
13/02/2025,11/08/2025,Կոտայք,Ջրվեժ գյուղ,30569600,80000,180,165,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-jrvejum-avtotnakov--q3oc
18/02/2025,03/09/2025,Կոտայք,Առինջ գյուղ,49675600,130000,100,300,,5,,Առանձնատուն,https://www.senyak.am/5-senyakanoc-sepakan-tun-avtotnakov--q37q
